county_state,fips,county,state,population
"Autauga, Alabama",1001,Autauga,Alabama,55869
"Baldwin, Alabama",1003,Baldwin,Alabama,223234
"Barbour, Alabama",1005,Barbour,Alabama,24686
"Bibb, Alabama",1007,Bibb,Alabama,22394
"Blount, Alabama",1009,Blount,Alabama,57826
"Bullock, Alabama",1011,Bullock,Alabama,10101
"Butler, Alabama",1013,Butler,Alabama,19448
"Calhoun, Alabama",1015,Calhoun,Alabama,113605
"Chambers, Alabama",1017,Chambers,Alabama,33254
"Cherokee, Alabama",1019,Cherokee,Alabama,26196
"Chilton, Alabama",1021,Chilton,Alabama,44428
"Choctaw, Alabama",1023,Choctaw,Alabama,12589
"Clarke, Alabama",1025,Clarke,Alabama,23622
"Clay, Alabama",1027,Clay,Alabama,13235
"Cleburne, Alabama",1029,Cleburne,Alabama,14910
"Coffee, Alabama",1031,Coffee,Alabama,52342
"Colbert, Alabama",1033,Colbert,Alabama,55241
"Conecuh, Alabama",1035,Conecuh,Alabama,12067
"Coosa, Alabama",1037,Coosa,Alabama,10663
"Covington, Alabama",1039,Covington,Alabama,37049
"Crenshaw, Alabama",1041,Crenshaw,Alabama,13772
"Cullman, Alabama",1043,Cullman,Alabama,83768
"Dale, Alabama",1045,Dale,Alabama,49172
"Dallas, Alabama",1047,Dallas,Alabama,37196
"DeKalb, Alabama",1049,DeKalb,Alabama,71513
"Elmore, Alabama",1051,Elmore,Alabama,81209
"Escambia, Alabama",1053,Escambia,Alabama,36633
"Etowah, Alabama",1055,Etowah,Alabama,102268
"Fayette, Alabama",1057,Fayette,Alabama,16302
"Franklin, Alabama",1059,Franklin,Alabama,31362
"Geneva, Alabama",1061,Geneva,Alabama,26271
"Greene, Alabama",1063,Greene,Alabama,8111
"Hale, Alabama",1065,Hale,Alabama,14651
"Henry, Alabama",1067,Henry,Alabama,17205
"Houston, Alabama",1069,Houston,Alabama,105882
"Jackson, Alabama",1071,Jackson,Alabama,51626
"Jefferson, Alabama",1073,Jefferson,Alabama,658573
"Lamar, Alabama",1075,Lamar,Alabama,13805
"Lauderdale, Alabama",1077,Lauderdale,Alabama,92729
"Lawrence, Alabama",1079,Lawrence,Alabama,32924
"Lee, Alabama",1081,Lee,Alabama,164542
"Limestone, Alabama",1083,Limestone,Alabama,98915
"Lowndes, Alabama",1085,Lowndes,Alabama,9726
"Macon, Alabama",1087,Macon,Alabama,18068
"Madison, Alabama",1089,Madison,Alabama,372909
"Marengo, Alabama",1091,Marengo,Alabama,18863
"Marion, Alabama",1093,Marion,Alabama,29709
"Marshall, Alabama",1095,Marshall,Alabama,96774
"Mobile, Alabama",1097,Mobile,Alabama,413210
"Monroe, Alabama",1099,Monroe,Alabama,20733
"Montgomery, Alabama",1101,Montgomery,Alabama,226486
"Morgan, Alabama",1103,Morgan,Alabama,119679
"Perry, Alabama",1105,Perry,Alabama,8923
"Pickens, Alabama",1107,Pickens,Alabama,19930
"Pike, Alabama",1109,Pike,Alabama,33114
"Randolph, Alabama",1111,Randolph,Alabama,22722
"Russell, Alabama",1113,Russell,Alabama,57961
"St. Clair, Alabama",1115,St. Clair,Alabama,89512
"Shelby, Alabama",1117,Shelby,Alabama,217702
"Sumter, Alabama",1119,Sumter,Alabama,12427
"Talladega, Alabama",1121,Talladega,Alabama,79978
"Tallapoosa, Alabama",1123,Tallapoosa,Alabama,40367
"Tuscaloosa, Alabama",1125,Tuscaloosa,Alabama,209355
"Walker, Alabama",1127,Walker,Alabama,63521
"Washington, Alabama",1129,Washington,Alabama,16326
"Wilcox, Alabama",1131,Wilcox,Alabama,10373
"Winston, Alabama",1133,Winston,Alabama,23629
"Aleutians East Borough, Alaska",2013,Aleutians East Borough,Alaska,3337
"Aleutians West Census Area, Alaska",2016,Aleutians West Census Area,Alaska,5634
"Anchorage Municipality, Alaska",2020,Anchorage Municipality,Alaska,288000
"Bethel Census Area, Alaska",2050,Bethel Census Area,Alaska,18386
"Bristol Bay Borough, Alaska",2060,Bristol Bay Borough,Alaska,836
"Denali Borough, Alaska",2068,Denali Borough,Alaska,2097
"Dillingham Census Area, Alaska",2070,Dillingham Census Area,Alaska,4916
"Fairbanks North Star Borough, Alaska",2090,Fairbanks North Star Borough,Alaska,96849
"Haines Borough, Alaska",2100,Haines Borough,Alaska,2530
"Hoonah-Angoon Census Area, Alaska",2105,Hoonah-Angoon Census Area,Alaska,2148
"Juneau City and Borough, Alaska",2110,Juneau City and Borough,Alaska,31974
"Kenai Peninsula Borough, Alaska",2122,Kenai Peninsula Borough,Alaska,58708
"Ketchikan Gateway Borough, Alaska",2130,Ketchikan Gateway Borough,Alaska,13901
"Kodiak Island Borough, Alaska",2150,Kodiak Island Borough,Alaska,12998
"Kusilvak Census Area, Alaska",2158,Kusilvak Census Area,Alaska,8314
"Lake and Peninsula Borough, Alaska",2164,Lake and Peninsula Borough,Alaska,1592
"Matanuska-Susitna Borough, Alaska",2170,Matanuska-Susitna Borough,Alaska,108317
"Nome Census Area, Alaska",2180,Nome Census Area,Alaska,10004
"North Slope Borough, Alaska",2185,North Slope Borough,Alaska,9832
"Northwest Arctic Borough, Alaska",2188,Northwest Arctic Borough,Alaska,7621
"Petersburg Borough, Alaska",2195,Petersburg Borough,Alaska,3266
"Prince of Wales-Hyder Census Area, Alaska",2198,Prince of Wales-Hyder Census Area,Alaska,6203
"Sitka City and Borough, Alaska",2220,Sitka City and Borough,Alaska,8493
"Skagway Municipality, Alaska",2230,Skagway Municipality,Alaska,1183
"Southeast Fairbanks Census Area, Alaska",2240,Southeast Fairbanks Census Area,Alaska,6893
"Valdez-Cordova Census Area, Alaska",2261,Valdez-Cordova Census Area,Alaska,9202
"Wrangell City and Borough, Alaska",2275,Wrangell City and Borough,Alaska,2502
"Yakutat City and Borough, Alaska",2282,Yakutat City and Borough,Alaska,579
"Yukon-Koyukuk Census Area, Alaska",2290,Yukon-Koyukuk Census Area,Alaska,5230
"Apache, Arizona",4001,Apache,Arizona,71887
"Cochise, Arizona",4003,Cochise,Arizona,125922
"Coconino, Arizona",4005,Coconino,Arizona,143476
"Gila, Arizona",4007,Gila,Arizona,54018
"Graham, Arizona",4009,Graham,Arizona,38837
"Greenlee, Arizona",4011,Greenlee,Arizona,9498
"La Paz, Arizona",4012,La Paz,Arizona,21108
"Maricopa, Arizona",4013,Maricopa,Arizona,4485414
"Mohave, Arizona",4015,Mohave,Arizona,212181
"Navajo, Arizona",4017,Navajo,Arizona,110924
"Pima, Arizona",4019,Pima,Arizona,1047279
"Pinal, Arizona",4021,Pinal,Arizona,462789
"Santa Cruz, Arizona",4023,Santa Cruz,Arizona,46498
"Yavapai, Arizona",4025,Yavapai,Arizona,235099
"Yuma, Arizona",4027,Yuma,Arizona,213787
"Arkansas, Arkansas",5001,Arkansas,Arkansas,17486
"Ashley, Arkansas",5003,Ashley,Arkansas,19657
"Baxter, Arkansas",5005,Baxter,Arkansas,41932
"Benton, Arkansas",5007,Benton,Arkansas,279141
"Boone, Arkansas",5009,Boone,Arkansas,37432
"Bradley, Arkansas",5011,Bradley,Arkansas,10763
"Calhoun, Arkansas",5013,Calhoun,Arkansas,5189
"Carroll, Arkansas",5015,Carroll,Arkansas,28380
"Chicot, Arkansas",5017,Chicot,Arkansas,10118
"Clark, Arkansas",5019,Clark,Arkansas,22320
"Clay, Arkansas",5021,Clay,Arkansas,14551
"Cleburne, Arkansas",5023,Cleburne,Arkansas,24919
"Cleveland, Arkansas",5025,Cleveland,Arkansas,7956
"Columbia, Arkansas",5027,Columbia,Arkansas,23457
"Conway, Arkansas",5029,Conway,Arkansas,20846
"Craighead, Arkansas",5031,Craighead,Arkansas,110332
"Crawford, Arkansas",5033,Crawford,Arkansas,63257
"Crittenden, Arkansas",5035,Crittenden,Arkansas,47955
"Cross, Arkansas",5037,Cross,Arkansas,16419
"Dallas, Arkansas",5039,Dallas,Arkansas,7009
"Desha, Arkansas",5041,Desha,Arkansas,11361
"Drew, Arkansas",5043,Drew,Arkansas,18219
"Faulkner, Arkansas",5045,Faulkner,Arkansas,126007
"Franklin, Arkansas",5047,Franklin,Arkansas,17715
"Fulton, Arkansas",5049,Fulton,Arkansas,12477
"Garland, Arkansas",5051,Garland,Arkansas,99386
"Grant, Arkansas",5053,Grant,Arkansas,18265
"Greene, Arkansas",5055,Greene,Arkansas,45325
"Hempstead, Arkansas",5057,Hempstead,Arkansas,21532
"Hot Spring, Arkansas",5059,Hot Spring,Arkansas,33771
"Howard, Arkansas",5061,Howard,Arkansas,13202
"Independence, Arkansas",5063,Independence,Arkansas,37825
"Izard, Arkansas",5065,Izard,Arkansas,13629
"Jackson, Arkansas",5067,Jackson,Arkansas,16719
"Jefferson, Arkansas",5069,Jefferson,Arkansas,66824
"Johnson, Arkansas",5071,Johnson,Arkansas,26578
"Lafayette, Arkansas",5073,Lafayette,Arkansas,6624
"Lawrence, Arkansas",5075,Lawrence,Arkansas,16406
"Lee, Arkansas",5077,Lee,Arkansas,8857
"Lincoln, Arkansas",5079,Lincoln,Arkansas,13024
"Little River, Arkansas",5081,Little River,Arkansas,12259
"Logan, Arkansas",5083,Logan,Arkansas,21466
"Lonoke, Arkansas",5085,Lonoke,Arkansas,73309
"Madison, Arkansas",5087,Madison,Arkansas,16576
"Marion, Arkansas",5089,Marion,Arkansas,16694
"Miller, Arkansas",5091,Miller,Arkansas,43257
"Mississippi, Arkansas",5093,Mississippi,Arkansas,40651
"Monroe, Arkansas",5095,Monroe,Arkansas,6701
"Montgomery, Arkansas",5097,Montgomery,Arkansas,8986
"Nevada, Arkansas",5099,Nevada,Arkansas,8252
"Newton, Arkansas",5101,Newton,Arkansas,7753
"Ouachita, Arkansas",5103,Ouachita,Arkansas,23382
"Perry, Arkansas",5105,Perry,Arkansas,10455
"Phillips, Arkansas",5107,Phillips,Arkansas,17782
"Pike, Arkansas",5109,Pike,Arkansas,10718
"Poinsett, Arkansas",5111,Poinsett,Arkansas,23528
"Polk, Arkansas",5113,Polk,Arkansas,19964
"Pope, Arkansas",5115,Pope,Arkansas,64072
"Prairie, Arkansas",5117,Prairie,Arkansas,8062
"Pulaski, Arkansas",5119,Pulaski,Arkansas,391911
"Randolph, Arkansas",5121,Randolph,Arkansas,17958
"St. Francis, Arkansas",5123,St. Francis,Arkansas,24994
"Saline, Arkansas",5125,Saline,Arkansas,122437
"Scott, Arkansas",5127,Scott,Arkansas,10281
"Searcy, Arkansas",5129,Searcy,Arkansas,7881
"Sebastian, Arkansas",5131,Sebastian,Arkansas,127827
"Sevier, Arkansas",5133,Sevier,Arkansas,17007
"Sharp, Arkansas",5135,Sharp,Arkansas,17442
"Stone, Arkansas",5137,Stone,Arkansas,12506
"Union, Arkansas",5139,Union,Arkansas,38682
"Van Buren, Arkansas",5141,Van Buren,Arkansas,16545
"Washington, Arkansas",5143,Washington,Arkansas,239187
"White, Arkansas",5145,White,Arkansas,78753
"Woodruff, Arkansas",5147,Woodruff,Arkansas,6320
"Yell, Arkansas",5149,Yell,Arkansas,21341
"Alameda, California",6001,Alameda,California,1671329
"Alpine, California",6003,Alpine,California,1129
"Amador, California",6005,Amador,California,39752
"Butte, California",6007,Butte,California,219186
"Calaveras, California",6009,Calaveras,California,45905
"Colusa, California",6011,Colusa,California,21547
"Contra Costa, California",6013,Contra Costa,California,1153526
"Del Norte, California",6015,Del Norte,California,27812
"El Dorado, California",6017,El Dorado,California,192843
"Fresno, California",6019,Fresno,California,999101
"Glenn, California",6021,Glenn,California,28393
"Humboldt, California",6023,Humboldt,California,135558
"Imperial, California",6025,Imperial,California,181215
"Inyo, California",6027,Inyo,California,18039
"Kern, California",6029,Kern,California,900202
"Kings, California",6031,Kings,California,152940
"Lake, California",6033,Lake,California,64386
"Lassen, California",6035,Lassen,California,30573
"Los Angeles, California",6037,Los Angeles,California,10039107
"Madera, California",6039,Madera,California,157327
"Marin, California",6041,Marin,California,258826
"Mariposa, California",6043,Mariposa,California,17203
"Mendocino, California",6045,Mendocino,California,86749
"Merced, California",6047,Merced,California,277680
"Modoc, California",6049,Modoc,California,8841
"Mono, California",6051,Mono,California,14444
"Monterey, California",6053,Monterey,California,434061
"Napa, California",6055,Napa,California,137744
"Nevada, California",6057,Nevada,California,99755
"Orange, California",6059,Orange,California,3175692
"Placer, California",6061,Placer,California,398329
"Plumas, California",6063,Plumas,California,18807
"Riverside, California",6065,Riverside,California,2470546
"Sacramento, California",6067,Sacramento,California,1552058
"San Benito, California",6069,San Benito,California,62808
"San Bernardino, California",6071,San Bernardino,California,2180085
"San Diego, California",6073,San Diego,California,3338330
"San Francisco, California",6075,San Francisco,California,881549
"San Joaquin, California",6077,San Joaquin,California,762148
"San Luis Obispo, California",6079,San Luis Obispo,California,283111
"San Mateo, California",6081,San Mateo,California,766573
"Santa Barbara, California",6083,Santa Barbara,California,446499
"Santa Clara, California",6085,Santa Clara,California,1927852
"Santa Cruz, California",6087,Santa Cruz,California,273213
"Shasta, California",6089,Shasta,California,180080
"Sierra, California",6091,Sierra,California,3005
"Siskiyou, California",6093,Siskiyou,California,43539
"Solano, California",6095,Solano,California,447643
"Sonoma, California",6097,Sonoma,California,494336
"Stanislaus, California",6099,Stanislaus,California,550660
"Sutter, California",6101,Sutter,California,96971
"Tehama, California",6103,Tehama,California,65084
"Trinity, California",6105,Trinity,California,12285
"Tulare, California",6107,Tulare,California,466195
"Tuolumne, California",6109,Tuolumne,California,54478
"Ventura, California",6111,Ventura,California,846006
"Yolo, California",6113,Yolo,California,220500
"Yuba, California",6115,Yuba,California,78668
"Adams, Colorado",8001,Adams,Colorado,517421
"Alamosa, Colorado",8003,Alamosa,Colorado,16233
"Arapahoe, Colorado",8005,Arapahoe,Colorado,656590
"Archuleta, Colorado",8007,Archuleta,Colorado,14029
"Baca, Colorado",8009,Baca,Colorado,3581
"Bent, Colorado",8011,Bent,Colorado,5577
"Boulder, Colorado",8013,Boulder,Colorado,326196
"Broomfield, Colorado",8014,Broomfield,Colorado,70465
"Chaffee, Colorado",8015,Chaffee,Colorado,20356
"Cheyenne, Colorado",8017,Cheyenne,Colorado,1831
"Clear Creek, Colorado",8019,Clear Creek,Colorado,9700
"Conejos, Colorado",8021,Conejos,Colorado,8205
"Costilla, Colorado",8023,Costilla,Colorado,3887
"Crowley, Colorado",8025,Crowley,Colorado,6061
"Custer, Colorado",8027,Custer,Colorado,5068
"Delta, Colorado",8029,Delta,Colorado,31162
"Denver, Colorado",8031,Denver,Colorado,727211
"Dolores, Colorado",8033,Dolores,Colorado,2055
"Douglas, Colorado",8035,Douglas,Colorado,351154
"Eagle, Colorado",8037,Eagle,Colorado,55127
"Elbert, Colorado",8039,Elbert,Colorado,26729
"El Paso, Colorado",8041,El Paso,Colorado,720403
"Fremont, Colorado",8043,Fremont,Colorado,47839
"Garfield, Colorado",8045,Garfield,Colorado,60061
"Gilpin, Colorado",8047,Gilpin,Colorado,6243
"Grand, Colorado",8049,Grand,Colorado,15734
"Gunnison, Colorado",8051,Gunnison,Colorado,17462
"Hinsdale, Colorado",8053,Hinsdale,Colorado,820
"Huerfano, Colorado",8055,Huerfano,Colorado,6897
"Jackson, Colorado",8057,Jackson,Colorado,1392
"Jefferson, Colorado",8059,Jefferson,Colorado,582881
"Kiowa, Colorado",8061,Kiowa,Colorado,1406
"Kit Carson, Colorado",8063,Kit Carson,Colorado,7097
"Lake, Colorado",8065,Lake,Colorado,8127
"La Plata, Colorado",8067,La Plata,Colorado,56221
"Larimer, Colorado",8069,Larimer,Colorado,356899
"Las Animas, Colorado",8071,Las Animas,Colorado,14506
"Lincoln, Colorado",8073,Lincoln,Colorado,5701
"Logan, Colorado",8075,Logan,Colorado,22409
"Mesa, Colorado",8077,Mesa,Colorado,154210
"Mineral, Colorado",8079,Mineral,Colorado,769
"Moffat, Colorado",8081,Moffat,Colorado,13283
"Montezuma, Colorado",8083,Montezuma,Colorado,26183
"Montrose, Colorado",8085,Montrose,Colorado,42758
"Morgan, Colorado",8087,Morgan,Colorado,29068
"Otero, Colorado",8089,Otero,Colorado,18278
"Ouray, Colorado",8091,Ouray,Colorado,4952
"Park, Colorado",8093,Park,Colorado,18845
"Phillips, Colorado",8095,Phillips,Colorado,4265
"Pitkin, Colorado",8097,Pitkin,Colorado,17767
"Prowers, Colorado",8099,Prowers,Colorado,12172
"Pueblo, Colorado",8101,Pueblo,Colorado,168424
"Rio Blanco, Colorado",8103,Rio Blanco,Colorado,6324
"Rio Grande, Colorado",8105,Rio Grande,Colorado,11267
"Routt, Colorado",8107,Routt,Colorado,25638
"Saguache, Colorado",8109,Saguache,Colorado,6824
"San Juan, Colorado",8111,San Juan,Colorado,728
"San Miguel, Colorado",8113,San Miguel,Colorado,8179
"Sedgwick, Colorado",8115,Sedgwick,Colorado,2248
"Summit, Colorado",8117,Summit,Colorado,31011
"Teller, Colorado",8119,Teller,Colorado,25388
"Washington, Colorado",8121,Washington,Colorado,4908
"Weld, Colorado",8123,Weld,Colorado,324492
"Yuma, Colorado",8125,Yuma,Colorado,10019
"Fairfield, Connecticut",9001,Fairfield,Connecticut,943332
"Hartford, Connecticut",9003,Hartford,Connecticut,891720
"Litchfield, Connecticut",9005,Litchfield,Connecticut,180333
"Middlesex, Connecticut",9007,Middlesex,Connecticut,162436
"New Haven, Connecticut",9009,New Haven,Connecticut,854757
"New London, Connecticut",9011,New London,Connecticut,265206
"Tolland, Connecticut",9013,Tolland,Connecticut,150721
"Windham, Connecticut",9015,Windham,Connecticut,116782
"Kent, Delaware",10001,Kent,Delaware,180786
"New Castle, Delaware",10003,New Castle,Delaware,558753
"Sussex, Delaware",10005,Sussex,Delaware,234225
"District of Columbia, District of Columbia",11001,District of Columbia,District of Columbia,705749
"Alachua, Florida",12001,Alachua,Florida,269043
"Baker, Florida",12003,Baker,Florida,29210
"Bay, Florida",12005,Bay,Florida,174705
"Bradford, Florida",12007,Bradford,Florida,28201
"Brevard, Florida",12009,Brevard,Florida,601942
"Broward, Florida",12011,Broward,Florida,1952778
"Calhoun, Florida",12013,Calhoun,Florida,14105
"Charlotte, Florida",12015,Charlotte,Florida,188910
"Citrus, Florida",12017,Citrus,Florida,149657
"Clay, Florida",12019,Clay,Florida,219252
"Collier, Florida",12021,Collier,Florida,384902
"Columbia, Florida",12023,Columbia,Florida,71686
"DeSoto, Florida",12027,DeSoto,Florida,38001
"Dixie, Florida",12029,Dixie,Florida,16826
"Duval, Florida",12031,Duval,Florida,957755
"Escambia, Florida",12033,Escambia,Florida,318316
"Flagler, Florida",12035,Flagler,Florida,115081
"Franklin, Florida",12037,Franklin,Florida,12125
"Gadsden, Florida",12039,Gadsden,Florida,45660
"Gilchrist, Florida",12041,Gilchrist,Florida,18582
"Glades, Florida",12043,Glades,Florida,13811
"Gulf, Florida",12045,Gulf,Florida,13639
"Hamilton, Florida",12047,Hamilton,Florida,14428
"Hardee, Florida",12049,Hardee,Florida,26937
"Hendry, Florida",12051,Hendry,Florida,42022
"Hernando, Florida",12053,Hernando,Florida,193920
"Highlands, Florida",12055,Highlands,Florida,106221
"Hillsborough, Florida",12057,Hillsborough,Florida,1471968
"Holmes, Florida",12059,Holmes,Florida,19617
"Indian River, Florida",12061,Indian River,Florida,159923
"Jackson, Florida",12063,Jackson,Florida,46414
"Jefferson, Florida",12065,Jefferson,Florida,14246
"Lafayette, Florida",12067,Lafayette,Florida,8422
"Lake, Florida",12069,Lake,Florida,367118
"Lee, Florida",12071,Lee,Florida,770577
"Leon, Florida",12073,Leon,Florida,293582
"Levy, Florida",12075,Levy,Florida,41503
"Liberty, Florida",12077,Liberty,Florida,8354
"Madison, Florida",12079,Madison,Florida,18493
"Manatee, Florida",12081,Manatee,Florida,403253
"Marion, Florida",12083,Marion,Florida,365579
"Martin, Florida",12085,Martin,Florida,161000
"Miami-Dade, Florida",12086,Miami-Dade,Florida,2716940
"Monroe, Florida",12087,Monroe,Florida,74228
"Nassau, Florida",12089,Nassau,Florida,88625
"Okaloosa, Florida",12091,Okaloosa,Florida,210738
"Okeechobee, Florida",12093,Okeechobee,Florida,42168
"Orange, Florida",12095,Orange,Florida,1393452
"Osceola, Florida",12097,Osceola,Florida,375751
"Palm Beach, Florida",12099,Palm Beach,Florida,1496770
"Pasco, Florida",12101,Pasco,Florida,553947
"Pinellas, Florida",12103,Pinellas,Florida,974996
"Polk, Florida",12105,Polk,Florida,724777
"Putnam, Florida",12107,Putnam,Florida,74521
"St. Johns, Florida",12109,St. Johns,Florida,264672
"St. Lucie, Florida",12111,St. Lucie,Florida,328297
"Santa Rosa, Florida",12113,Santa Rosa,Florida,184313
"Sarasota, Florida",12115,Sarasota,Florida,433742
"Seminole, Florida",12117,Seminole,Florida,471826
"Sumter, Florida",12119,Sumter,Florida,132420
"Suwannee, Florida",12121,Suwannee,Florida,44417
"Taylor, Florida",12123,Taylor,Florida,21569
"Union, Florida",12125,Union,Florida,15237
"Volusia, Florida",12127,Volusia,Florida,553284
"Wakulla, Florida",12129,Wakulla,Florida,33739
"Walton, Florida",12131,Walton,Florida,74071
"Washington, Florida",12133,Washington,Florida,25473
"Appling, Georgia",13001,Appling,Georgia,18386
"Atkinson, Georgia",13003,Atkinson,Georgia,8165
"Bacon, Georgia",13005,Bacon,Georgia,11164
"Baker, Georgia",13007,Baker,Georgia,3038
"Baldwin, Georgia",13009,Baldwin,Georgia,44890
"Banks, Georgia",13011,Banks,Georgia,19234
"Barrow, Georgia",13013,Barrow,Georgia,83240
"Bartow, Georgia",13015,Bartow,Georgia,107738
"Ben Hill, Georgia",13017,Ben Hill,Georgia,16700
"Berrien, Georgia",13019,Berrien,Georgia,19397
"Bibb, Georgia",13021,Bibb,Georgia,153159
"Bleckley, Georgia",13023,Bleckley,Georgia,12873
"Brantley, Georgia",13025,Brantley,Georgia,19109
"Brooks, Georgia",13027,Brooks,Georgia,15457
"Bryan, Georgia",13029,Bryan,Georgia,39627
"Bulloch, Georgia",13031,Bulloch,Georgia,79608
"Burke, Georgia",13033,Burke,Georgia,22383
"Butts, Georgia",13035,Butts,Georgia,24936
"Calhoun, Georgia",13037,Calhoun,Georgia,6189
"Camden, Georgia",13039,Camden,Georgia,54666
"Candler, Georgia",13043,Candler,Georgia,10803
"Carroll, Georgia",13045,Carroll,Georgia,119992
"Catoosa, Georgia",13047,Catoosa,Georgia,67580
"Charlton, Georgia",13049,Charlton,Georgia,13392
"Chatham, Georgia",13051,Chatham,Georgia,289430
"Chattahoochee, Georgia",13053,Chattahoochee,Georgia,10907
"Chattooga, Georgia",13055,Chattooga,Georgia,24789
"Cherokee, Georgia",13057,Cherokee,Georgia,258773
"Clarke, Georgia",13059,Clarke,Georgia,128331
"Clay, Georgia",13061,Clay,Georgia,2834
"Clayton, Georgia",13063,Clayton,Georgia,292256
"Clinch, Georgia",13065,Clinch,Georgia,6618
"Cobb, Georgia",13067,Cobb,Georgia,760141
"Coffee, Georgia",13069,Coffee,Georgia,43273
"Colquitt, Georgia",13071,Colquitt,Georgia,45600
"Columbia, Georgia",13073,Columbia,Georgia,156714
"Cook, Georgia",13075,Cook,Georgia,17270
"Coweta, Georgia",13077,Coweta,Georgia,148509
"Crawford, Georgia",13079,Crawford,Georgia,12404
"Crisp, Georgia",13081,Crisp,Georgia,22372
"Dade, Georgia",13083,Dade,Georgia,16116
"Dawson, Georgia",13085,Dawson,Georgia,26108
"Decatur, Georgia",13087,Decatur,Georgia,26404
"DeKalb, Georgia",13089,DeKalb,Georgia,759297
"Dodge, Georgia",13091,Dodge,Georgia,20605
"Dooly, Georgia",13093,Dooly,Georgia,13390
"Dougherty, Georgia",13095,Dougherty,Georgia,87956
"Douglas, Georgia",13097,Douglas,Georgia,146343
"Early, Georgia",13099,Early,Georgia,10190
"Echols, Georgia",13101,Echols,Georgia,4006
"Effingham, Georgia",13103,Effingham,Georgia,64296
"Elbert, Georgia",13105,Elbert,Georgia,19194
"Emanuel, Georgia",13107,Emanuel,Georgia,22646
"Evans, Georgia",13109,Evans,Georgia,10654
"Fannin, Georgia",13111,Fannin,Georgia,26188
"Fayette, Georgia",13113,Fayette,Georgia,114421
"Floyd, Georgia",13115,Floyd,Georgia,98498
"Forsyth, Georgia",13117,Forsyth,Georgia,244252
"Franklin, Georgia",13119,Franklin,Georgia,23349
"Fulton, Georgia",13121,Fulton,Georgia,1063937
"Gilmer, Georgia",13123,Gilmer,Georgia,31369
"Glascock, Georgia",13125,Glascock,Georgia,2971
"Glynn, Georgia",13127,Glynn,Georgia,85292
"Gordon, Georgia",13129,Gordon,Georgia,57963
"Grady, Georgia",13131,Grady,Georgia,24633
"Greene, Georgia",13133,Greene,Georgia,18324
"Gwinnett, Georgia",13135,Gwinnett,Georgia,936250
"Habersham, Georgia",13137,Habersham,Georgia,45328
"Hall, Georgia",13139,Hall,Georgia,204441
"Hancock, Georgia",13141,Hancock,Georgia,8457
"Haralson, Georgia",13143,Haralson,Georgia,29792
"Harris, Georgia",13145,Harris,Georgia,35236
"Hart, Georgia",13147,Hart,Georgia,26205
"Heard, Georgia",13149,Heard,Georgia,11923
"Henry, Georgia",13151,Henry,Georgia,234561
"Houston, Georgia",13153,Houston,Georgia,157863
"Irwin, Georgia",13155,Irwin,Georgia,9416
"Jackson, Georgia",13157,Jackson,Georgia,72977
"Jasper, Georgia",13159,Jasper,Georgia,14219
"Jeff Davis, Georgia",13161,Jeff Davis,Georgia,15115
"Jefferson, Georgia",13163,Jefferson,Georgia,15362
"Jenkins, Georgia",13165,Jenkins,Georgia,8676
"Johnson, Georgia",13167,Johnson,Georgia,9643
"Jones, Georgia",13169,Jones,Georgia,28735
"Lamar, Georgia",13171,Lamar,Georgia,19077
"Lanier, Georgia",13173,Lanier,Georgia,10423
"Laurens, Georgia",13175,Laurens,Georgia,47546
"Lee, Georgia",13177,Lee,Georgia,29992
"Liberty, Georgia",13179,Liberty,Georgia,61435
"Lincoln, Georgia",13181,Lincoln,Georgia,7921
"Long, Georgia",13183,Long,Georgia,19559
"Lowndes, Georgia",13185,Lowndes,Georgia,117406
"Lumpkin, Georgia",13187,Lumpkin,Georgia,33610
"McDuffie, Georgia",13189,McDuffie,Georgia,21312
"McIntosh, Georgia",13191,McIntosh,Georgia,14378
"Macon, Georgia",13193,Macon,Georgia,12947
"Madison, Georgia",13195,Madison,Georgia,29880
"Marion, Georgia",13197,Marion,Georgia,8359
"Meriwether, Georgia",13199,Meriwether,Georgia,21167
"Miller, Georgia",13201,Miller,Georgia,5718
"Mitchell, Georgia",13205,Mitchell,Georgia,21863
"Monroe, Georgia",13207,Monroe,Georgia,27578
"Montgomery, Georgia",13209,Montgomery,Georgia,9172
"Morgan, Georgia",13211,Morgan,Georgia,19276
"Murray, Georgia",13213,Murray,Georgia,40096
"Muscogee, Georgia",13215,Muscogee,Georgia,195769
"Newton, Georgia",13217,Newton,Georgia,111744
"Oconee, Georgia",13219,Oconee,Georgia,40280
"Oglethorpe, Georgia",13221,Oglethorpe,Georgia,15259
"Paulding, Georgia",13223,Paulding,Georgia,168667
"Peach, Georgia",13225,Peach,Georgia,27546
"Pickens, Georgia",13227,Pickens,Georgia,32591
"Pierce, Georgia",13229,Pierce,Georgia,19465
"Pike, Georgia",13231,Pike,Georgia,18962
"Polk, Georgia",13233,Polk,Georgia,42613
"Pulaski, Georgia",13235,Pulaski,Georgia,11137
"Putnam, Georgia",13237,Putnam,Georgia,22119
"Quitman, Georgia",13239,Quitman,Georgia,2299
"Rabun, Georgia",13241,Rabun,Georgia,17137
"Randolph, Georgia",13243,Randolph,Georgia,6778
"Richmond, Georgia",13245,Richmond,Georgia,202518
"Rockdale, Georgia",13247,Rockdale,Georgia,90896
"Schley, Georgia",13249,Schley,Georgia,5257
"Screven, Georgia",13251,Screven,Georgia,13966
